iata,name,city,country,lat,lon
MOA,Orestes Acosta Airport,Moa,CU,20.6539,-74.9222
MOB,Mobile Regional Airport,Mobile,US,30.6912,-88.2428
MOC,Mário Ribeiro Airport,Montes Claros,BR,-16.7069,-43.8189
MOD,Modesto City Co-Harry Sham Field,Modesto,US,37.6258,-120.954
MOE,Momeik Airport,Momeik,MM,23.0925,96.6453
MOF,Maumere(Wai Oti) Airport,Maumere,ID,-8.6406,122.237
MOG,Mong Hsat Airport,Mong Hsat,MM,20.5168,99.2568
MOI,Mitiaro Island Airport,Mitiaro Island,CK,-19.8425,-157.703
MOJ,Moengo Airstrip,Moengo,SR,5.6076,-54.4003
MOL,Molde Airport,Molde,NO,62.7447,7.2625
MON,Mount Cook Airport,Mount Cook,NZ,-43.765,170.133
MOO,Moomba Airport,Moomba,AU,-28.0994,140.197
MOQ,Morondava Airport,Morondava,MG,-20.2847,44.3176
MOT,Minot International Airport,Minot,US,48.2594,-101.28
MOU,Mountain Village Airport,Mountain Village,US,62.0954,-163.682
MOV,Moranbah Airport,Moranbah,AU,-22.0578,148.077
MOZ,Moorea Airport,Moorea,PF,-17.49,-149.762
MPA,Katima Mulilo Airport,Mpacha,NA,-17.6344,24.1767
MPH,Godofredo P. Ramos Airport,Caticlan,PH,11.9245,121.954
MPK,Mokpo Heliport,Mokpo,KR,34.7589,126.38
MPL,Montpellier-Méditerranée Airport,Montpellier,FR,43.5762,3.963
MPM,Maputo Airport,Maputo,MZ,-25.9208,32.5726
MPN,Mount Pleasant Airport,Mount Pleasant,FK,-51.8228,-58.4472
MPO,Pocono Mountains Municipal Airport,Mount Pocono,US,41.1375,-75.3789
MPV,Edward F Knapp State Airport,Montpelier,US,44.2035,-72.5623
MPW,Mariupol International Airport,Mariupol International,UA,47.0761,37.4496
MPY,Maripasoula Airport,Maripasoula,GF,3.6575,-54.0372
MQC,Miquelon Airport,Miquelon,PM,47.0955,-56.3803
MQF,Magnitogorsk International Airport,Magnetiogorsk,RU,53.3931,58.7557
MQH,Minaçu Airport,Minacu,BR,-13.5491,-48.1953
MQJ,Moma Airport,Honuu,RU,66.4509,143.2616
MQL,Mildura Airport,Mildura,AU,-34.2292,142.086
MQM,Mardin Airport,Mardin,TR,37.2233,40.6317
MQN,"Mo i Rana Airport, Røssvoll",Mo i Rana,NO,66.3639,14.3014
MQP,Kruger Mpumalanga International Airport,Mpumalanga,ZA,-25.3832,31.1056
MQQ,Moundou Airport,Moundou,TD,8.6244,16.0714
MQS,Mustique Airport,Mustique,VC,12.8879,-61.1802
MQT,Sawyer International Airport,Gwinn,US,46.3536,-87.3954
MQU,Mariquita Airport,Mariquita,CO,5.2126,-74.8836
MQX,Mekele Airport,Makale,ET,13.4674,39.5335
MQY,Smyrna Airport,Smyrna,US,36.009,-86.5201
MRB,Eastern WV Regional Airport/Shepherd Field,Martinsburg,US,39.4019,-77.9846
MRD,Alberto Carnevalli Airport,Merida,VE,8.5821,-71.161
MRE,Mara Serena Lodge Airstrip,Masai Mara,KE,-1.4061,35.0081
MRF,Marfa Municipal Airport,Marfa,US,30.3711,-104.018
MRG,Mareeba Airport,,AU,-17.0692,145.419
MRI,Merrill Field,Anchorage,US,61.2135,-149.844
MRK,Marco Island Executive Airport,Marco Island Airport,US,25.995,-81.6725
MRN,Foothills Regional Airport,Morganton,US,35.8202,-81.6114
MRO,Hood Airport,Masterton,NZ,-40.9733,175.634
MRQ,Marinduque Airport,Gasan,PH,13.361,121.826
MRR,Jose Maria Velasco Ibarra Airport,Macara,EC,-4.3782,-79.941
MRS,Marseille Provence Airport,Marseille,FR,43.4393,5.2214
MRU,Sir Seewoosagur Ramgoolam International Airport,Plaisance,MU,-20.4302,57.6836
MRV,Mineralnyye Vody Airport,Mineralnye Vody,RU,44.2251,43.0819
MRW,Lolland Falster Maribo Airport,Maribo,DK,54.6993,11.4401
MRX,Mahshahr Airport,Bandar Mahshahr,IR,30.5562,49.1519
MRY,Monterey Peninsula Airport,Monterey,US,36.587,-121.843
MRZ,Moree Airport,Moree,AU,-29.4989,149.845
MSA,Muskrat Dam Airport,Muskrat Dam,CA,53.4414,-91.7628
MSC,Falcon Field,Mesa,US,33.4608,-111.728
MSE,Kent International Airport,Manston,GB,51.3422,1.3461
MSH,Masirah Air Base,Masirah,OM,20.6754,58.8905
MSJ,Misawa Air Base,Misawa,JP,40.7032,141.368
MSL,Northwest Alabama Regional Airport,Muscle Shoals,US,34.7453,-87.6102
MSN,Dane County Regional Truax Field,Madison,US,43.1399,-89.3375
MSO,Missoula International Airport,Missoula,US,46.9163,-114.091
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,US,44.882,-93.2218
MSQ,Minsk National Airport,Minsk 2,BY,53.8825,28.0307
MSR,Muş Airport,Mus,TR,38.7478,41.6612
MSS,Massena International Richards Field,Massena,US,44.9358,-74.8456
MST,Maastricht Aachen Airport,Maastricht,NL,50.9117,5.7701
MSU,Moshoeshoe I International Airport,Maseru,LS,-29.4623,27.5525
MSW,Massawa International Airport,Massawa,ER,15.67,39.3701
MSY,Louis Armstrong New Orleans International Airport,New Orleans,US,29.9934,-90.258
MSZ,Namibe Airport,Mocamedes,AO,-15.2612,12.1468
MTC,Selfridge Air National Guard Base Airport,Mount Clemens,US,42.6135,-82.8369
MTF,Mizan Teferi Airport,Mizan Teferi,ET,6.9571,35.5547
MTG,Vila Bela da Santíssima Trindade Airport,Vila Bela da Santissima Trindade ,BR,-14.9942,-59.9458
MTH,The Florida Keys Marathon Airport,Marathon,US,24.7261,-81.0514
MTJ,Montrose Regional Airport,Montrose CO,US,38.5098,-107.894
MTK,Makin Island Airport,Makin,KI,3.3744,172.992
MTL,Maitland Airport,Maitland,AU,-32.7013,151.4929
MTM,Metlakatla Seaplane Base,Metakatla,US,55.131,-131.578
MTN,Martin State Airport,Baltimore,US,39.3257,-76.4138
MTP,Montauk Airport,Montauk,US,41.0765,-71.9208
MTR,Los Garzones Airport,Monteria,CO,8.8237,-75.8258
MTS,Matsapha Airport,Manzini,SZ,-26.529,31.3075
MTT,Minatitlán/Coatzacoalcos National Airport,Minatitlan,MX,18.1034,-94.5807
MTV,Mota Lava Airport,Ablow,VU,-13.666,167.712
MTY,General Mariano Escobedo International Airport,Monterrey,MX,25.7785,-100.107
MTZ,Bar Yehuda Airfield,Metzada,IL,31.3282,35.3886
MUA,Munda Airport,Munda,SB,-8.328,157.263
MUB,Maun Airport,Maun,BW,-19.9726,23.4311
MUC,Munich Airport,Munich,DE,48.3538,11.7861
MUD,Mueda Airport,Mueda,MZ,-11.6729,39.5631
MUE,Waimea Kohala Airport,Kamuela,US,20.0013,-155.668
MUH,Mersa Matruh Airport,Mersa-matruh,EG,31.3254,27.2217
MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,US,40.4348,-76.5694
MUK,Mauke Airport,Mauke Island,CK,-20.1361,-157.345
MUN,Maturín Airport,Maturin,VE,9.7545,-63.1474
MUO,Mountain Home Air Force Base,Mountain Home,US,43.0436,-115.872
MUR,Marudi Airport,Marudi,MY,4.179,114.329
MUS,Minami Torishima Airport,Minami Tori Shima,JP,24.2897,153.979
MUW,Ghriss Airport,Ghriss,DZ,35.2077,0.1471
MUX,Multan International Airport,Multan,PK,30.2032,71.4191
MUZ,Musoma Airport,Musoma,TZ,-1.503,33.8021
MVA,Reykjahlíð Airport,Myvatn,IS,65.6558,-16.9181
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,GA,-1.6562,13.438
MVD,Carrasco International /General C L Berisso Airport,Montevideo,UY,-34.8384,-56.0308
MVF,Dix-Sept Rosado Airport,Mocord,BR,-5.2019,-37.3643
MVL,Morrisville Stowe State Airport,Morrisville,US,44.5346,-72.614
MVP,Fabio Alberto Leon Bentley Airport,Mitu,CO,1.2537,-70.2339
MVQ,Mogilev Airport,Mogilev,BY,53.9549,30.0951
MVR,Salak Airport,Maroua,CM,10.4514,14.2574
MVS,Mucuri Airport,Mucuri,BR,-18.0489,-39.8642
MVT,Mataiva Airport,Mataiva,PF,-14.8681,-148.717
MVV,Megève Airport,Verdun,FR,45.8208,6.6522
MVW,Skagit Regional Airport,Skagit,US,48.4709,-122.421
MVY,Martha's Vineyard Airport,Vineyard Haven MA,US,41.3931,-70.6143
MVZ,Masvingo International Airport,Masvingo,ZW,-20.0553,30.8591
MWA,Williamson County Regional Airport,Marion,US,37.755,-89.0111
MWC,Lawrence J Timmerman Airport,Milwaukee,US,43.1104,-88.0344
MWD,Mianwali Air Base,Mianwali,PK,32.5631,71.5707
MWE,Merowe New Airport,Merowe,SD,18.4433,31.8433
MWF,Maewo-Naone Airport,Maewo Island,VU,-15.0,168.083
MWH,Grant County International Airport,Grant County Airport,US,47.2077,-119.32
MWK,Tarempa Airport,Anambas Islands,ID,3.3481,106.258
MWL,Mineral Wells Airport,Mineral Wells,US,32.7816,-98.0602
MWQ,Magway Airport,Magwe,MM,20.1656,94.9414
MWX,Muan International Airport,Muan,KR,34.9914,126.3828
MWZ,Mwanza Airport,Mwanza,TZ,-2.4445,32.9327
MXB,Andi Jemma Airport,Masamba,ID,-2.558,120.324
MXF,Maxwell Air Force Base,Montgomery,US,32.3829,-86.3658
MXH,Moro Airport,Moro,PG,-6.3633,143.238
MXI,Mati National Airport,,PH,6.9491,126.2737
MXJ,Minna Airport,Minna,NG,9.6522,6.4623
MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX,32.6306,-115.242
MXM,Morombe Airport,Morombe,MG,-21.7539,43.3755
MXN,Morlaix-Ploujean Airport,Morlaix,FR,48.6032,-3.8158
MXP,Malpensa International Airport,Milano,IT,45.6306,8.7281
MXS,Maota Airport,Savaii Island,WS,-13.7423,-172.258
MXT,Maintirano Airport,Maintirano,MG,-18.05,44.033
MXV,Mörön Airport,Muren,MN,49.6633,100.099
MXX,Mora Airport,Mora,SE,60.9579,14.5114
MXZ,Meixian Airport,Meixian,CN,24.35,116.133
MYA,Moruya Airport,Moruya,AU,-35.8978,150.144
MYB,Mayumba Airport,Mayumba,GA,-3.4584,10.6741
MYC,Escuela Mariscal Sucre Airport,Maracay,VE,10.25,-67.6494
MYD,Malindi Airport,Malindi,KE,-3.2293,40.1017
MYE,Miyakejima Airport,Miyakejima,JP,34.0736,139.56
MYG,Mayaguana Airport,Mayaguana,BS,22.3795,-73.0135
MYI,Murray Island Airport,Murray Island,AU,-9.9167,144.055
MYJ,Matsuyama Airport,Matsuyama,JP,33.8272,132.7
MYL,McCall Municipal Airport,McCall,US,44.8897,-116.101
MYP,Mary Airport,Mary,TM,37.6194,61.8967
MYQ,Mysore Airport,Mysore,IN,12.23,76.6558
MYR,Myrtle Beach International Airport,Myrtle Beach,US,33.6797,-78.9283
MYT,Myitkyina Airport,Myitkyina,MM,25.3836,97.3519
MYU,Mekoryuk Airport,Mekoryuk,US,60.3714,-166.271
MYV,Yuba County Airport,Yuba City,US,39.0978,-121.57
MYW,Mtwara Airport,Mtwara,TZ,-10.3391,40.1818
MYY,Miri Airport,Miri,MY,4.322,113.987
MYZ,Monkey Bay Airport,Monkey Bay,MW,-14.0836,34.9197
MZB,Mocímboa da Praia Airport,Mocimboa Da Praia,MZ,-11.3618,40.3549
MZG,Makung Airport,Makung,TW,23.5687,119.628
MZH,Amasya Merzifon Airport,Merzifon,TR,40.8294,35.522
MZI,Mopti Airport,Mopti,ML,14.5128,-4.0796
MZJ,Pinal Airpark,Marana,US,32.5106,-111.328
MZK,Marakei Airport,Marakei,KI,2.0586,173.271
MZL,La Nubia Airport,Manizales,CO,5.0296,-75.4647
MZM,Metz-Frescaty (BA 128) Air Base,Metz,FR,49.0717,6.1317
MZO,Sierra Maestra Airport,Manzanillo,CU,20.2881,-77.0892
MZP,Motueka Airport,Motueka,NZ,-41.1233,172.989
MZQ,Mkuze Airport,Mkuze,ZA,-27.6261,32.0443
MZR,Mazar I Sharif Airport,Mazar-i-sharif,AF,36.7069,67.2097
MZT,General Rafael Buelna International Airport,Mazatlan,MX,23.1614,-106.266
MZU,Muzaffarpur Airport,Mazuffarpur,IN,26.1191,85.3137
MZV,Mulu Airport,Mulu,MY,4.0483,114.805
MZW,Mecheria Airport,Mecheria,DZ,33.5359,-0.2424
NAA,Narrabri Airport,Narrabri,AU,-30.3192,149.827
NAC,Naracoorte Airport,Naracoorte,AU,-36.9853,140.725
NAG,Dr. Babasaheb Ambedkar International Airport,Nagpur,IN,21.0922,79.0472
NAH,Naha Airport,Naha,ID,3.6832,125.528
NAI,Annai Airport,Annai,GY,3.9594,-59.1242
NAJ,Nakhchivan Airport,Nakhchivan,AZ,39.1888,45.4584
NAK,Nakhon Ratchasima Airport,Nakhon Ratchasima,TH,14.9495,102.313
NAL,Nalchik Airport,Nalchik,RU,43.5129,43.6366
NAM,Namlea Airport,Namlea,ID,-3.2356,127.1
NAN,Nadi International Airport,Nandi,FJ,-17.7554,177.443
NAO,Nanchong Airport,Nanchong,CN,30.7954,106.1626
NAP,Naples International Airport,Naples,IT,40.886,14.2908
NAQ,Qaanaaq Airport,Qaanaaq,GL,77.4886,-69.3887
NAS,Lynden Pindling International Airport,Nassau,BS,25.039,-77.4662
NAT,Governador Aluízio Alves International Airport,Natal,BR,-5.7681,-35.3761
NAU,Napuka Island Airport,Napuka,PF,-14.1768,-141.267
NAV,Nevşehir Kapadokya Airport,Nevsehir,TR,38.7719,34.5345
NAW,Narathiwat Airport,Narathiwat,TH,6.5199,101.743
NAY,Beijing Nanyuan Airport,Beijing,CN,39.7828,116.388
NBC,Begishevo Airport,Nizhnekamsk,RU,55.5647,52.0925
NBE,Enfidha - Hammamet International Airport,Enfidha,TN,36.0758,10.4386
NBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,US,29.8253,-90.035
NBN,Annobón Airport,San Antonio de Pale,GQ,-1.4103,5.6219
NBO,Jomo Kenyatta International Airport,Nairobi,KE,-1.3192,36.9278
NBS,Changbaishan Airport,Baishan,CN,42.0669,127.6022
NBW,Leeward Point Field,Guantanamo,CU,19.9065,-75.2071
NBX,Nabire Airport,Nabire,ID,-3.3682,135.496
NCA,North Caicos Airport,North Caicos,TC,21.9175,-71.9396
NCE,Nice-Côte d'Azur Airport,Nice,FR,43.6584,7.2159
NCG,Nuevo Casas Grandes Airport,Nuevo Casas Grandes,MX,30.3974,-107.875
NCJ,Sunchales Aeroclub Airport,Sunchales,AR,-30.9575,-61.5283
NCL,Newcastle Airport,Newcastle,GB,55.0375,-1.6917
NCN,Chenega Bay Airport,Chenega,US,60.0773,-147.992
NCO,Quonset State Airport,North Kingstown,US,41.5971,-71.4121
NCR,San Carlos,San Carlos,NI,11.1334,-84.77
NCS,Newcastle Airport,Newcastle,ZA,-27.7706,29.9769
NCU,Nukus Airport,Nukus,UZ,42.4884,59.6233
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,FR,45.9308,6.1064
NDB,Nouadhibou International Airport,Nouadhibou,MR,20.9331,-17.03
NDC,Nanded Airport,Nanded,IN,19.1833,77.3167
NDD,Sumbe Airport,Sumbe,AO,-11.1679,13.8475
NDG,Qiqihar Sanjiazi Airport,Qiqihar,CN,47.2396,123.918
NDJ,N'Djamena International Airport,N'djamena,TD,12.1337,15.034
NDN,Nadunumu Airport,Nadunumu,PG,-9.1436,147.6842
NDR,Nador International Airport,El Aroui,MA,34.9888,-3.0282
NDU,Rundu Airport,Rundu,NA,-17.9565,19.7194
NDY,Sanday Airport,Sanday,GB,59.2503,-2.5767
NEC,Necochea Airport,Necochea,AR,-38.4831,-58.8172
NEG,Negril Airport,Negril,JM,18.3428,-78.3321
NEL,Lakehurst Maxfield Field Airport,Lakehurst,US,40.0333,-74.3533
NER,Chulman Airport,Neryungri,RU,56.9139,124.914
NEU,Sam Neua Airport,Sam Neua,LA,20.4184,104.067
NEV,Vance W. Amory International Airport,Charlestown,KN,17.2057,-62.5899
NEW,Lakefront Airport,New Orleans,US,30.0424,-90.0283
NFG,Nefteyugansk Airport,Nefteyugansk,RU,61.1083,72.65
NFL,Fallon Naval Air Station,Fallon,US,39.4166,-118.701
NFO,Mata'aho Airport,"Angaha, Niuafo'ou Island",TO,-15.5708,-175.633
NGA,Young Airport,,AU,-34.2556,148.248
NGB,Ningbo Lishe International Airport,Ninbo,CN,29.8267,121.462
NGD,Captain Auguste George Airport,Anegada,VG,18.7272,-64.3297
NGE,N'Gaoundéré Airport,N'gaoundere,CM,7.357,13.5592
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,US,21.4505,-157.768
NGI,Ngau Airport,Ngau,FJ,-18.1156,179.34
NGK,Nogliki Airport,Nogliki,RU,51.7801,143.139
NGO,Chubu Centrair International Airport,Nagoya,JP,34.8584,136.805
NGQ,Ngari Gunsa Airport,Shiquanhe,CN,32.1,80.0531
NGS,Nagasaki Airport,Nagasaki,JP,32.9169,129.914
NGU,Norfolk Naval Station (Chambers Field),Norfolk,US,36.9376,-76.2893
NGX,Manang Airport,Manang,NP,28.6414,84.0892
NGZ,Alameda Naval Air Station,Alameda,US,37.7889,-122.32
NHA,Nha Trang Air Base,Nhatrang,VN,12.2275,109.192
NHD,Al Minhad Air Base,Minhad AB,AE,25.0268,55.3662
NHK,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,US,38.286,-76.4118
NHT,RAF Northolt,Northolt,GB,51.553,-0.4182
NHV,Nuku Hiva Airport,Nuku Hiva,PF,-8.7956,-140.229
NHZ,Brunswick Executive Airport,Brunswick,US,43.8922,-69.9386
NIB,Nikolai Airport,Nikolai,US,63.0186,-154.358
NIG,Nikunau Airport,Nikunau,KI,-1.3144,176.41
NIM,Diori Hamani International Airport,Niamey,NE,13.4815,2.1836
NIO,Nioki Airport,Nioki,CD,-2.7175,17.6847
NIP,Jacksonville Naval Air Station (Towers Field),Jacksonville,US,30.2358,-81.6806
NIS,Simberi Airport,Simberi Island,PG,-2.6622,151.9978
NIT,Niort-Souché Airport,Niort,FR,46.3135,-0.3945
NIU,Naiu Airport,Niau,PF,-16.1191,-146.3683
NJA,Atsugi Naval Air Facility,Atsugi,JP,35.4546,139.45
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.9493,76.4836
NJF,Al Najaf International Airport,Najaf,IQ,31.9899,44.4043
NJK,El Centro NAF Airport (Vraciu Field),El Centro,US,32.8292,-115.672
NKB,Noonkanbah Airport,Noonkanbah,AU,-18.4947,124.852
NKC,Nouakchott–Oumtounsy International Airport,Nouakschott,MR,18.31,-15.9697
NKG,Nanjing Lukou Airport,Nanjing,CN,31.742,118.862
NKM,Nagoya Airport,Nagoya,JP,35.255,136.924
NKT,Şırnak Şerafettin Elçi Airport,Cizre,TR,37.3647,42.0582
NKW,Diego Garcia Naval Support Facility,Diego Garcia Island,IO,-7.3133,72.4111
NKX,Miramar Marine Corps Air Station - Mitscher Field,Miramar,US,32.8684,-117.143
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,ZM,-12.9981,28.6649
NLC,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,US,36.333,-119.952
NLD,Quetzalcóatl International Airport,Nuevo Laredo,MX,27.4439,-99.5705
NLF,Darnley Island Airport,Darnley Island,AU,-9.5833,143.767
NLG,Nelson Lagoon Airport,Nelson Lagoon,US,56.0075,-161.16
NLH,Ninglang Luguhu Airport,Ninglang,CN,27.5403,100.7593
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU,53.155,140.65
NLK,Norfolk Island International Airport,Norfolk Island,NF,-29.0416,167.939
NLO,Ndolo Airport,Kinshasa,CD,-4.3267,15.3275
NLP,Nelspruit Airport,Nelspruit,ZA,-25.5,30.9138
NLT,Xinyuan Nalati Airport,Xinyuan,CN,43.4318,83.3786
NLV,Mykolaiv International Airport,Nikolayev,UA,47.0579,31.9198
NMA,Namangan Airport,Namangan,UZ,40.9846,71.5567
NMB,Daman Airport,Daman,IN,20.4344,72.8432
NMC,Normans Cay Airport,Norman's Cay,BS,24.5943,-76.8202
NME,Nightmute Airport,Nightmute,US,60.471,-164.701
NMS,Namsang Airport,Namsang,MM,20.8905,97.7359
NMT,Namtu Airport,Naypyidaw,MM,23.083,97.383
NNA,Kenitra Airport,Kentira,MA,34.2989,-6.5959
NNB,Santa Ana Airport,Santa Ana,SB,-10.848,162.4541
NNG,Nanning Wuxu Airport,Nanning,CN,22.6083,108.172
NNL,Nondalton Airport,Nondalton,US,59.9802,-154.839
NNM,Naryan Mar Airport,Naryan-Mar,RU,67.64,53.1219
NNR,Connemara Regional Airport,Indreabhan,IE,53.2303,-9.4678
NNT,Nan Airport,Nan,TH,18.8079,100.783
NNX,Nunukan Airport,Nunukan-Nunukan Island,ID,4.1333,117.6667
NNY,Nanyang Jiangying Airport,Nanyang,CN,32.9808,112.615
NOA,Nowra Airport,Nowra,AU,-34.9489,150.537
NOB,Nosara Airport,Nosara Beach,CR,9.9765,-85.653
NOC,Ireland West Knock Airport,Connaught,IE,53.9103,-8.8185
NOD,Norden-Norddeich Airport,Norden,DE,53.6331,7.1903
NOG,Nogales International Airport,Nogales,MX,31.2261,-110.976
NOJ,Noyabrsk Airport,Noyabrsk,RU,63.1833,75.27
NON,Nonouti Airport,Nonouti,KI,-0.6397,174.428
NOP,Sinop Airport,Sinop,TR,42.0158,35.0664
NOR,Norðfjörður Airport,Nordfjordur,IS,65.1319,-13.7464
NOS,Fascene Airport,Nosy-be,MG,-13.3121,48.3148
NOT,Marin County Airport - Gnoss Field,Novato,US,38.1436,-122.556
NOU,La Tontouta International Airport,Noumea,NC,-22.0146,166.213
NOV,Nova Lisboa Airport,Huambo,AO,-12.8089,15.7605
NOZ,Spichenkovo Airport,Novokuznetsk,RU,53.8114,86.8772
NPA,Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,US,30.3527,-87.3186
NPE,Hawke's Bay Airport,NAPIER,NZ,-39.4658,176.87
NPL,New Plymouth Airport,New Plymouth,NZ,-39.0086,174.179
NPO,Nanga Pinoh Airport,Nangapinoh,ID,-0.3489,111.748
NPR,Novo Progresso Airport,Novo Progresso,BR,-7.1258,-55.4008
NQA,Millington-Memphis Airport,Millington,US,35.3567,-89.8703
NQI,Kingsville Naval Air Station,Kingsville,US,27.5072,-97.8097
NQN,Presidente Peron Airport,Neuquen,AR,-38.949,-68.1557
NQT,Nottingham Airport,Nottingham,GB,52.92,-1.0792
NQU,Reyes Murillo Airport,Nuquí,CO,5.6964,-77.2806
NQX,Naval Air Station Key West/Boca Chica Field,Key West,US,24.5758,-81.6889
NQY,Newquay Cornwall Airport,Newquai,GB,50.4406,-4.9954
NRA,Narrandera Airport,Narrandera,AU,-34.7022,146.512
NRB,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,US,30.3911,-81.4247
NRD,Norderney Airport,Norderney,DE,53.7069,7.23
NRE,Namrole Airport,Buru Island,ID,-3.8548,126.7012
NRK,Norrköping Airport,Norrkoeping,SE,58.5863,16.2506
NRL,North Ronaldsay Airport,North Ronaldsay,GB,59.3675,-2.4344
NRN,Weeze Airport,Weeze,DE,51.6024,6.1422
NRR,José Aponte de la Torre Airport,Ceiba,PR,18.2453,-65.6434
NRT,Narita International Airport,Tokyo,JP,35.7647,140.386
NSE,Whiting Field Naval Air Station - North,Milton,US,30.7242,-87.0219
NSH,Noshahr Airport,Noshahr,IR,36.6633,51.4647
NSI,Yaoundé Nsimalen International Airport,Yaounde,CM,3.7226,11.5533
NSK,Norilsk-Alykel Airport,Norilsk,RU,69.3111,87.3322
NSN,Nelson Airport,Nelson,NZ,-41.2983,173.221
NSO,Scone Airport,Scone,AU,-32.0372,150.832
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH,8.5396,99.9447
NSY,Sigonella Navy Air Base,Sigonella,IT,37.4017,14.9224
NTB,Notodden Airport,Notodden,NO,59.5657,9.2122
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,US,34.1203,-119.121
NTE,Nantes Atlantique Airport,Nantes,FR,47.1532,-1.6107
NTI,Stenkol Airport,Bintuni,ID,-2.1033,133.5164
NTL,Newcastle Airport,Newcastle,AU,-32.795,151.834
NTN,Normanton Airport,Normanton,AU,-17.6841,141.0697
NTQ,Noto Airport,Wajima,JP,37.2931,136.962
NTR,Del Norte International Airport,Monterrey,MX,25.8656,-100.237
NTT,Kuini Lavenia Airport,Niuatoputapu,TO,-15.9773,-173.7911
NTU,Oceana Naval Air Station,Oceana,US,36.8207,-76.0335
NTX,Ranai Airport,Ranai-Natuna Besar Island,ID,3.9087,108.388
NTY,Pilanesberg International Airport,Pilanesberg,ZA,-25.3338,27.1734
NUE,Nuremberg Airport,Nuernberg,DE,49.4987,11.0781
NUI,Nuiqsut Airport,Nuiqsut,US,70.21,-151.006
NUK,Nukutavake Airport,Nukutavake,PF,-19.285,-138.772
NUL,Nulato Airport,Nulato,US,64.7293,-158.074
NUQ,Moffett Federal Airfield,Mountain View,US,37.4161,-122.049
NUS,Norsup Airport,Norsup,VU,-16.0797,167.401
NUW,Whidbey Island Naval Air Station (Ault Field),Whidbey Island,US,48.3518,-122.656
NUX,Novy Urengoy Airport,Novy Urengoy,RU,66.0694,76.5203
NVA,Benito Salas Airport,Neiva,CO,2.9501,-75.294
NVI,Navoi Airport,Navoi,UZ,40.1172,65.1708
NVK,Narvik Framnes Airport,Narvik,NO,68.4369,17.3867
NVP,Novo Aripuanã Airport,Novo Aripuana,BR,-5.118,-60.3649
NVS,Nevers-Fourchambault Airport,Nevers,FR,47.0026,3.1133
NVT,Ministro Victor Konder International Airport,Navegantes,BR,-26.88,-48.6514
NWA,Mohéli Bandar Es Eslam Airport,Moheli,KM,-12.2981,43.7664
NWI,Norwich International Airport,Norwich,GB,52.6758,1.2828
NXX,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,US,40.1998,-75.1482
NYA,Nyagan Airport,Nyagan,RU,62.11,65.615
NYE,Nyeri Airport,NYERI,KE,-0.3644,36.9785
NYI,Sunyani Airport,Sunyani,GH,7.3618,-2.3288
NYK,Nanyuki Airport,Nanyuki,KE,-0.0624,37.041
NYM,Nadym Airport,Nadym,RU,65.4809,72.6989
NYO,Stockholm Skavsta Airport,Stockholm,SE,58.7886,16.9122
NYR,Nyurba Airport,Nyurba,RU,63.295,118.337
NYT,Naypyidaw Airport,Naypyidaw,MM,19.6235,96.201
NYU,Bagan Airport,Bagan,MM,21.1788,94.9302
NYW,Monywar Airport,Monywa,MM,22.2216,95.0935
NZA,Nzagi Airport,Nzagi,AO,-7.7169,21.3582
NZC,Maria Reiche Neuman Airport,Nazca,PE,-14.854,-74.9615
NZE,Nzérékoré Airport,Nzerekore,GN,7.806,-8.7018
NZH,Manzhouli Xijiao Airport,Manzhouli,CN,49.5667,117.33
NZJ,El Toro Marine Corps Air Station,Santa Ana,US,33.6761,-117.731
NZL,Chengjisihan Airport,Zhalantun,CN,47.8658,122.7675
NZY,North Island Naval Air Station-Halsey Field,San Diego,US,32.6992,-117.215
OAA,Shank Air Base,Shank,AF,33.9225,69.0772
OAG,Orange Airport,Orange,AU,-33.3817,149.133
OAH,Shindand Airport,Shindand,AF,33.3913,62.261
OAI,Bagram Air Base,Kabul,AF,34.9461,69.265
OAJ,Albert J Ellis Airport,Jacksonville NC,US,34.8292,-77.6121
OAK,Metropolitan Oakland International Airport,Oakland,US,37.7213,-122.221
OAL,Cacoal Airport,Cacoal,BR,-11.496,-61.4508
OAM,Oamaru Airport,Oamaru,NZ,-44.97,171.082
OAR,Marina Municipal Airport,Fort Ord,US,36.6819,-121.762
OAS,Sharana Airstrip,Sharona,AF,33.1257,68.8385
OAX,Xoxocotlán International Airport,Oaxaca,MX,16.9999,-96.7266
